_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
24124,2021Q2,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",73,"",73,"",0.8021978021978022,"",0.8021978021978022,"",100,""
24125,2021Q2,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",73,"",73,"",0.8021978021978022,"",0.8021978021978022,"",100,""
24126,2021Q3,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",8,"",8,"",0.08695652173913043,"",0.08695652173913043,"",100,""
24127,2021Q3,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",8,"",8,"",0.08695652173913043,"",0.08695652173913043,"",100,""
24128,2021Q4,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",17,"",17,"",0.18478260869565216,"",0.18478260869565216,"",100,""
24129,2021Q4,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",17,"",17,"",0.18478260869565216,"",0.18478260869565216,"",100,""
24130,2022Q1,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",9,"",9,"",0.1,"",0.1,"",100,""
24131,2022Q1,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",9,"",9,"",0.1,"",0.1,"",100,""
24132,2022Q2,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",11,"",11,"",0.12087912087912088,"",0.12087912087912088,"",100,""
24133,2022Q2,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",11,"",11,"",0.12087912087912088,"",0.12087912087912088,"",100,""
24134,2022Q3,"",S08000025,"",R103H,"",F2,"",Gynaecology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24135,2022Q3,"",S08000025,"",S08000025,d,F2,"",Gynaecology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24136,2022Q4,p,S08000025,"",R103H,"",F2,"",Gynaecology,"",4,"",4,"",0.04347826086956521,"",0.04347826086956521,"",100,""
24137,2022Q4,p,S08000025,"",S08000025,d,F2,"",Gynaecology,"",4,"",4,"",0.04347826086956521,"",0.04347826086956521,"",100,""
24138,2018Q3,"",S08000025,"",R103H,"",J4,"",Haematology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24139,2018Q3,"",S08000025,"",S08000025,d,J4,"",Haematology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24140,2019Q1,"",S08000025,"",R103H,"",J4,"",Haematology,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24141,2019Q1,"",S08000025,"",S08000025,d,J4,"",Haematology,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24142,2017Q4,"",S08000025,"",R103H,"","","",Medical Grouping,d,2957,"",2880,"",32.141304347826086,"",31.304347826086957,"",97.39600946905648,""
24143,2017Q4,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2957,"",2880,"",32.141304347826086,"",31.304347826086957,"",97.39600946905648,""
24144,2018Q1,"",S08000025,"",R103H,"","","",Medical Grouping,d,2623,"",2544,"",29.14444444444445,"",28.266666666666666,"",96.9881814715974,""
24145,2018Q1,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2623,"",2544,"",29.14444444444445,"",28.266666666666666,"",96.9881814715974,""
24146,2018Q2,"",S08000025,"",R103H,"","","",Medical Grouping,d,2440,"",2364,"",26.813186813186817,"",25.978021978021975,"",96.88524590163934,""
24147,2018Q2,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2440,"",2364,"",26.813186813186817,"",25.978021978021975,"",96.88524590163934,""
24148,2018Q3,"",S08000025,"",R103H,"","","",Medical Grouping,d,2518,"",2434,"",27.369565217391305,"",26.456521739130434,"",96.6640190627482,""
24149,2018Q3,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2518,"",2434,"",27.369565217391305,"",26.456521739130434,"",96.6640190627482,""
24150,2018Q4,"",S08000025,"",R103H,"","","",Medical Grouping,d,2582,"",2496,"",28.065217391304348,"",27.130434782608695,"",96.66924864446166,""
24151,2018Q4,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2582,"",2496,"",28.065217391304348,"",27.130434782608695,"",96.66924864446166,""
24152,2019Q1,"",S08000025,"",R103H,"","","",Medical Grouping,d,2582,"",2494,"",28.68888888888889,"",27.711111111111112,"",96.59178931061192,""
24153,2019Q1,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2582,"",2494,"",28.68888888888889,"",27.711111111111112,"",96.59178931061192,""
24154,2019Q2,"",S08000025,"",R103H,"","","",Medical Grouping,d,2443,"",2358,"",26.846153846153847,"",25.912087912087912,"",96.5206713057716,""
24155,2019Q2,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2443,"",2358,"",26.846153846153847,"",25.912087912087912,"",96.5206713057716,""
24156,2019Q3,"",S08000025,"",R103H,"","","",Medical Grouping,d,2255,"",2163,"",24.51086956521739,"",23.51086956521739,"",95.92017738359202,""
24157,2019Q3,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2255,"",2163,"",24.51086956521739,"",23.51086956521739,"",95.92017738359202,""
24158,2019Q4,"",S08000025,"",R103H,"","","",Medical Grouping,d,2302,"",2212,"",25.02173913043478,"",24.043478260869566,"",96.0903562119896,""
24159,2019Q4,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2302,"",2212,"",25.02173913043478,"",24.043478260869566,"",96.0903562119896,""
24160,2020Q1,"",S08000025,"",R103H,"","","",Medical Grouping,d,2580,"",2285,"",28.35164835164835,"",25.10989010989011,"",88.56589147286822,""
24161,2020Q1,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2580,"",2285,"",28.35164835164835,"",25.10989010989011,"",88.56589147286822,""
24162,2020Q2,"",S08000025,"",R103H,"","","",Medical Grouping,d,2972,"",1405,"",32.65934065934066,"",15.43956043956044,"",47.27456258411844,""
24163,2020Q2,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2972,"",1405,"",32.65934065934066,"",15.43956043956044,"",47.27456258411844,""
24164,2020Q3,"",S08000025,"",R103H,"","","",Medical Grouping,d,3186,"",2026,"",34.630434782608695,"",22.02173913043478,"",63.59070935342122,""
24165,2020Q3,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,3186,"",2026,"",34.630434782608695,"",22.02173913043478,"",63.59070935342122,""
24166,2020Q4,"",S08000025,"",R103H,"","","",Medical Grouping,d,2839,"",2223,"",30.85869565217391,"",24.16304347826087,"",78.3022190912293,""
24167,2020Q4,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2839,"",2223,"",30.85869565217391,"",24.16304347826087,"",78.3022190912293,""
24168,2021Q1,"",S08000025,"",R103H,"","","",Medical Grouping,d,3059,"",2352,"",33.98888888888889,"",26.133333333333333,"",76.88787185354691,""
24169,2021Q1,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,3059,"",2352,"",33.98888888888889,"",26.133333333333333,"",76.88787185354691,""
24170,2021Q2,"",S08000025,"",R103H,"","","",Medical Grouping,d,2648,"",2042,"",29.0989010989011,"",22.43956043956044,"",77.11480362537763,""
24171,2021Q2,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2648,"",2042,"",29.0989010989011,"",22.43956043956044,"",77.11480362537763,""
24172,2021Q3,"",S08000025,"",R103H,"","","",Medical Grouping,d,2382,"",1889,"",25.89130434782609,"",20.532608695652176,"",79.30310663308146,""
24173,2021Q3,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2382,"",1889,"",25.89130434782609,"",20.532608695652176,"",79.30310663308146,""
24174,2021Q4,"",S08000025,"",R103H,"","","",Medical Grouping,d,2485,"",2093,"",27.01086956521739,"",22.75,"",84.22535211267605,""
24175,2021Q4,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2485,"",2093,"",27.01086956521739,"",22.75,"",84.22535211267605,""
24176,2022Q1,"",S08000025,"",R103H,"","","",Medical Grouping,d,2719,"",2445,"",30.211111111111112,"",27.166666666666668,"",89.92276572269216,""
24177,2022Q1,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2719,"",2445,"",30.211111111111112,"",27.166666666666668,"",89.92276572269216,""
24178,2022Q2,"",S08000025,"",R103H,"","","",Medical Grouping,d,2393,"",2313,"",26.296703296703296,"",25.417582417582416,"",96.65691600501462,""
24179,2022Q2,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2393,"",2313,"",26.296703296703296,"",25.417582417582416,"",96.65691600501462,""
24180,2022Q3,"",S08000025,"",R103H,"","","",Medical Grouping,d,2734,"",2643,"",29.717391304347824,"",28.72826086956522,"",96.67154352596928,""
24181,2022Q3,"",S08000025,"",S08000025,d,"","",Medical Grouping,d,2734,"",2643,"",29.717391304347824,"",28.72826086956522,"",96.67154352596928,""
24182,2022Q4,p,S08000025,"",R103H,"","","",Medical Grouping,d,2603,"",2514,"",28.293478260869566,"",27.32608695652174,"",96.58086822896657,""
24183,2022Q4,p,S08000025,"",S08000025,d,"","",Medical Grouping,d,2603,"",2514,"",28.293478260869566,"",27.32608695652174,"",96.58086822896657,""
24184,2017Q4,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",45,"",45,"",0.4891304347826087,"",0.4891304347826087,"",100,""
24185,2017Q4,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",45,"",45,"",0.4891304347826087,"",0.4891304347826087,"",100,""
24186,2018Q1,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",9,"",9,"",0.1,"",0.1,"",100,""
24187,2018Q1,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",9,"",9,"",0.1,"",0.1,"",100,""
24188,2018Q2,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",30,"",30,"",0.32967032967032966,"",0.32967032967032966,"",100,""
24189,2018Q2,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",30,"",30,"",0.32967032967032966,"",0.32967032967032966,"",100,""
24190,2018Q3,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",6,"",6,"",0.06521739130434782,"",0.06521739130434782,"",100,""
24191,2018Q3,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",6,"",6,"",0.06521739130434782,"",0.06521739130434782,"",100,""
24192,2018Q4,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",29,"",29,"",0.31521739130434784,"",0.31521739130434784,"",100,""
24193,2018Q4,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",29,"",29,"",0.31521739130434784,"",0.31521739130434784,"",100,""
24194,2019Q1,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",31,"",31,"",0.34444444444444444,"",0.34444444444444444,"",100,""
24195,2019Q1,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",31,"",31,"",0.34444444444444444,"",0.34444444444444444,"",100,""
24196,2020Q1,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",8,"",8,"",0.08791208791208792,"",0.08791208791208792,"",100,""
24197,2020Q1,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",8,"",8,"",0.08791208791208792,"",0.08791208791208792,"",100,""
24198,2021Q4,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24199,2021Q4,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",10,"",10,"",0.10869565217391304,"",0.10869565217391304,"",100,""
24200,2022Q1,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",2,"",2,"",0.02222222222222222,"",0.02222222222222222,"",100,""
24201,2022Q1,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",2,"",2,"",0.02222222222222222,"",0.02222222222222222,"",100,""
24202,2022Q2,"",S08000025,"",R103H,"",AD,"",Medical Oncology,"",2,"",2,"",0.02197802197802198,"",0.02197802197802198,"",100,""
24203,2022Q2,"",S08000025,"",S08000025,d,AD,"",Medical Oncology,"",2,"",2,"",0.02197802197802198,"",0.02197802197802198,"",100,""
24204,2018Q1,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24205,2018Q1,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24206,2020Q1,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,9,"",9,"",0.0989010989010989,"",0.0989010989010989,"",100,""
24207,2020Q1,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,9,"",9,"",0.0989010989010989,"",0.0989010989010989,"",100,""
24208,2020Q4,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24209,2020Q4,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24210,2021Q2,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,1,"",1,"",0.01098901098901099,"",0.01098901098901099,"",100,""
24211,2021Q2,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,1,"",1,"",0.01098901098901099,"",0.01098901098901099,"",100,""
24212,2021Q3,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24213,2021Q3,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24214,2021Q4,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24215,2021Q4,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24216,2022Q2,"",S08000025,"",R103H,"","","",Mental Health Grouping,d,5,"",5,"",0.05494505494505494,"",0.05494505494505494,"",100,""
24217,2022Q2,"",S08000025,"",S08000025,d,"","",Mental Health Grouping,d,5,"",5,"",0.05494505494505494,"",0.05494505494505494,"",100,""
24218,2017Q4,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",234,"",4,"",2.5434782608695654,"",63.58695652173913,""
24219,2017Q4,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",234,"",4,"",2.5434782608695654,"",63.58695652173913,""
24220,2018Q1,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",359,"",103,"",3.988888888888889,"",1.1444444444444444,"",28.690807799442897,""
24221,2018Q1,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",359,"",103,"",3.988888888888889,"",1.1444444444444444,"",28.690807799442897,""
24222,2018Q2,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",364,"",241,"",4,"",2.6483516483516483,"",66.20879120879121,""
24223,2018Q2,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",364,"",241,"",4,"",2.6483516483516483,"",66.20879120879121,""
24224,2018Q3,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",228,"",4,"",2.4782608695652173,"",61.95652173913043,""
24225,2018Q3,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",228,"",4,"",2.4782608695652173,"",61.95652173913043,""
24226,2018Q4,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",367,"",232,"",3.989130434782609,"",2.5217391304347827,"",63.21525885558583,""
24227,2018Q4,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",367,"",232,"",3.989130434782609,"",2.5217391304347827,"",63.21525885558583,""
24228,2019Q1,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",365,"",208,"",4.055555555555555,"",2.311111111111111,"",56.986301369863014,""
24229,2019Q1,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",365,"",208,"",4.055555555555555,"",2.311111111111111,"",56.986301369863014,""
24230,2019Q2,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",367,"",231,"",4.032967032967033,"",2.5384615384615383,"",62.94277929155313,""
24231,2019Q2,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",367,"",231,"",4.032967032967033,"",2.5384615384615383,"",62.94277929155313,""
24232,2019Q3,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",138,"",4,"",1.5,"",37.5,""
24233,2019Q3,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",138,"",4,"",1.5,"",37.5,""
24234,2019Q4,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",133,"",4,"",1.4456521739130437,"",36.141304347826086,""
24235,2019Q4,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",133,"",4,"",1.4456521739130437,"",36.141304347826086,""
24236,2020Q1,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",364,"",153,"",4,"",1.6813186813186811,"",42.03296703296704,""
24237,2020Q1,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",364,"",153,"",4,"",1.6813186813186811,"",42.03296703296704,""
24238,2020Q2,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",364,"",114,"",4,"",1.2527472527472527,"",31.31868131868132,""
24239,2020Q2,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",364,"",114,"",4,"",1.2527472527472527,"",31.31868131868132,""
24240,2020Q3,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",120,"",4,"",1.3043478260869563,"",32.608695652173914,""
24241,2020Q3,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",120,"",4,"",1.3043478260869563,"",32.608695652173914,""
24242,2020Q4,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",363,"",108,"",3.945652173913043,"",1.173913043478261,"",29.75206611570248,""
24243,2020Q4,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",363,"",108,"",3.945652173913043,"",1.173913043478261,"",29.75206611570248,""
24244,2021Q1,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",335,"",106,"",3.7222222222222223,"",1.1777777777777778,"",31.64179104477612,""
24245,2021Q1,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",335,"",106,"",3.7222222222222223,"",1.1777777777777778,"",31.64179104477612,""
24246,2021Q2,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",334,"",102,"",3.67032967032967,"",1.120879120879121,"",30.538922155688624,""
24247,2021Q2,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",334,"",102,"",3.67032967032967,"",1.120879120879121,"",30.538922155688624,""
24248,2021Q3,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",334,"",107,"",3.630434782608696,"",1.1630434782608696,"",32.035928143712574,""
24249,2021Q3,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",334,"",107,"",3.630434782608696,"",1.1630434782608696,"",32.035928143712574,""
24250,2021Q4,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",344,"",137,"",3.739130434782609,"",1.4891304347826086,"",39.825581395348834,""
24251,2021Q4,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",344,"",137,"",3.739130434782609,"",1.4891304347826086,"",39.825581395348834,""
24252,2022Q1,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",354,"",75,"",3.933333333333333,"",0.8333333333333334,"",21.186440677966104,""
24253,2022Q1,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",354,"",75,"",3.933333333333333,"",0.8333333333333334,"",21.186440677966104,""
24254,2022Q2,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",352,"",106,"",3.868131868131868,"",1.164835164835165,"",30.113636363636363,""
24255,2022Q2,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",352,"",106,"",3.868131868131868,"",1.164835164835165,"",30.113636363636363,""
24256,2022Q3,"",S08000025,"",R103H,"",F3,"",Obstetrics,"",368,"",137,"",4,"",1.4891304347826086,"",37.22826086956522,""
24257,2022Q3,"",S08000025,"",S08000025,d,F3,"",Obstetrics,"",368,"",137,"",4,"",1.4891304347826086,"",37.22826086956522,""
24258,2022Q4,p,S08000025,"",R103H,"",F3,"",Obstetrics,"",367,"",96,"",3.989130434782609,"",1.0434782608695652,"",26.158038147138964,""
24259,2022Q4,p,S08000025,"",S08000025,d,F3,"",Obstetrics,"",367,"",96,"",3.989130434782609,"",1.0434782608695652,"",26.158038147138964,""
24260,2018Q1,"",S08000025,"",R103H,"",F1,"",Obstetrics & Gynaecology,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24261,2018Q1,"",S08000025,"",S08000025,d,F1,"",Obstetrics & Gynaecology,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24262,2018Q3,"",S08000025,"",R103H,"",F1,"",Obstetrics & Gynaecology,"",2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24263,2018Q3,"",S08000025,"",S08000025,d,F1,"",Obstetrics & Gynaecology,"",2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24264,2019Q2,"",S08000025,"",R103H,"",F1,"",Obstetrics & Gynaecology,"",4,"",4,"",0.04395604395604396,"",0.04395604395604396,"",100,""
24265,2019Q2,"",S08000025,"",S08000025,d,F1,"",Obstetrics & Gynaecology,"",4,"",4,"",0.04395604395604396,"",0.04395604395604396,"",100,""
24266,2021Q3,"",S08000025,"",R103H,"",F1,"",Obstetrics & Gynaecology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24267,2021Q3,"",S08000025,"",S08000025,d,F1,"",Obstetrics & Gynaecology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24268,2022Q1,"",S08000025,"",R103H,"",F1,"",Obstetrics & Gynaecology,"",4,"",4,"",0.04444444444444444,"",0.04444444444444444,"",100,""
24269,2022Q1,"",S08000025,"",S08000025,d,F1,"",Obstetrics & Gynaecology,"",4,"",4,"",0.04444444444444444,"",0.04444444444444444,"",100,""
24270,2018Q1,"",S08000025,"",R103H,"","","",Obstetrics Grouping,d,1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24271,2018Q1,"",S08000025,"",S08000025,d,"","",Obstetrics Grouping,d,1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
24272,2018Q3,"",S08000025,"",R103H,"","","",Obstetrics Grouping,d,2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24273,2018Q3,"",S08000025,"",S08000025,d,"","",Obstetrics Grouping,d,2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
24274,2019Q2,"",S08000025,"",R103H,"","","",Obstetrics Grouping,d,4,"",4,"",0.04395604395604396,"",0.04395604395604396,"",100,""
24275,2019Q2,"",S08000025,"",S08000025,d,"","",Obstetrics Grouping,d,4,"",4,"",0.04395604395604396,"",0.04395604395604396,"",100,""
24276,2021Q3,"",S08000025,"",R103H,"","","",Obstetrics Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24277,2021Q3,"",S08000025,"",S08000025,d,"","",Obstetrics Grouping,d,1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24278,2022Q1,"",S08000025,"",R103H,"","","",Obstetrics Grouping,d,4,"",4,"",0.04444444444444444,"",0.04444444444444444,"",100,""
24279,2022Q1,"",S08000025,"",S08000025,d,"","",Obstetrics Grouping,d,4,"",4,"",0.04444444444444444,"",0.04444444444444444,"",100,""
24280,2021Q3,"",S08000025,"",R103H,"",C7,"",Ophthalmology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24281,2021Q3,"",S08000025,"",S08000025,d,C7,"",Ophthalmology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24282,2021Q4,"",S08000025,"",R103H,"",C7,"",Ophthalmology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24283,2021Q4,"",S08000025,"",S08000025,d,C7,"",Ophthalmology,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
24284,2017Q4,"",S08000025,"",R103H,"","","",Other Grouping,d,419,"",0,"",4.554347826086956,"",0,"",0,""
24285,2017Q4,"",S08000025,"",S08000025,d,"","",Other Grouping,d,419,"",0,"",4.554347826086956,"",0,"",0,""
24286,2018Q1,"",S08000025,"",R103H,"","","",Other Grouping,d,304,"",0,"",3.3777777777777778,"",0,"",0,""
24287,2018Q1,"",S08000025,"",S08000025,d,"","",Other Grouping,d,304,"",0,"",3.3777777777777778,"",0,"",0,""
24288,2018Q2,"",S08000025,"",R103H,"","","",Other Grouping,d,723,"",0,"",7.945054945054945,"",0,"",0,""
24289,2018Q2,"",S08000025,"",S08000025,d,"","",Other Grouping,d,723,"",0,"",7.945054945054945,"",0,"",0,""
24290,2018Q3,"",S08000025,"",R103H,"","","",Other Grouping,d,494,"",0,"",5.369565217391305,"",0,"",0,""
24291,2018Q3,"",S08000025,"",S08000025,d,"","",Other Grouping,d,494,"",0,"",5.369565217391305,"",0,"",0,""
24292,2018Q4,"",S08000025,"",R103H,"","","",Other Grouping,d,360,"",0,"",3.9130434782608696,"",0,"",0,""
24293,2018Q4,"",S08000025,"",S08000025,d,"","",Other Grouping,d,360,"",0,"",3.9130434782608696,"",0,"",0,""
24294,2019Q1,"",S08000025,"",R103H,"","","",Other Grouping,d,280,"",0,"",3.111111111111111,"",0,"",0,""
24295,2019Q1,"",S08000025,"",S08000025,d,"","",Other Grouping,d,280,"",0,"",3.111111111111111,"",0,"",0,""
24296,2019Q2,"",S08000025,"",R103H,"","","",Other Grouping,d,784,"",0,"",8.615384615384615,"",0,"",0,""
24297,2019Q2,"",S08000025,"",S08000025,d,"","",Other Grouping,d,784,"",0,"",8.615384615384615,"",0,"",0,""
24298,2019Q3,"",S08000025,"",R103H,"","","",Other Grouping,d,1096,"",0,"",11.91304347826087,"",0,"",0,""
24299,2019Q3,"",S08000025,"",S08000025,d,"","",Other Grouping,d,1096,"",0,"",11.91304347826087,"",0,"",0,""
24300,2019Q4,"",S08000025,"",R103H,"","","",Other Grouping,d,1127,"",0,"",12.25,"",0,"",0,""
24301,2019Q4,"",S08000025,"",S08000025,d,"","",Other Grouping,d,1127,"",0,"",12.25,"",0,"",0,""
24302,2020Q1,"",S08000025,"",R103H,"","","",Other Grouping,d,828,"",0,"",9.0989010989011,"",0,"",0,""
24303,2020Q1,"",S08000025,"",S08000025,d,"","",Other Grouping,d,828,"",0,"",9.0989010989011,"",0,"",0,""
24304,2020Q2,"",S08000025,"",R103H,"","","",Other Grouping,d,1511,"",0,"",16.604395604395606,"",0,"",0,""
24305,2020Q2,"",S08000025,"",S08000025,d,"","",Other Grouping,d,1511,"",0,"",16.604395604395606,"",0,"",0,""
24306,2020Q3,"",S08000025,"",R103H,"","","",Other Grouping,d,1128,"",0,"",12.26086956521739,"",0,"",0,""
24307,2020Q3,"",S08000025,"",S08000025,d,"","",Other Grouping,d,1128,"",0,"",12.26086956521739,"",0,"",0,""
24308,2020Q4,"",S08000025,"",R103H,"","","",Other Grouping,d,753,"",0,"",8.184782608695652,"",0,"",0,""
24309,2020Q4,"",S08000025,"",S08000025,d,"","",Other Grouping,d,753,"",0,"",8.184782608695652,"",0,"",0,""
24310,2021Q1,"",S08000025,"",R103H,"","","",Other Grouping,d,796,"",0,"",8.844444444444445,"",0,"",0,""
24311,2021Q1,"",S08000025,"",S08000025,d,"","",Other Grouping,d,796,"",0,"",8.844444444444445,"",0,"",0,""
24312,2021Q2,"",S08000025,"",R103H,"","","",Other Grouping,d,903,"",0,"",9.923076923076923,"",0,"",0,""
24313,2021Q2,"",S08000025,"",S08000025,d,"","",Other Grouping,d,903,"",0,"",9.923076923076923,"",0,"",0,""
